#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#;;;;;;;;;;;x
SHORT_TECH_APP_INDUSTRY_2_NAME;Mechanized;Mécanisé;Meccanizzata;Mecanizada;Mechanisiert;Zmechanizowane;;Ìåõàíèçèðîâàííîå;;;x
SHORT_TECH_APP_INDUSTRY_3_NAME;Agrichemistry;Agrochimie;Agrochimica;Agroquímica;Agrochemie;Agrochemia;;Ñ/Õ õèìèÿ;;;x
SHORT_TECH_APP_INDUSTRY_4_NAME;Production;Production;Produzione;Producción;Produktion;Produkcja;;Ñ/Õ ïðîèçâîäñòâî;;;x
SHORT_TECH_APP_INDUSTRY_5_NAME;Bas M Tools;Outils M. I;Attrezzature di base;Maquinaria básica;Einf. Maschinenw.;Podst. narz. mech.;;Áàçîâûå ñòàíêè;;;x
SHORT_TECH_APP_INDUSTRY_6_NAME;Imp M Tools;Outils M. II;Attrezzature potenziate;Maquinaria mejor.;Verb. Maschinenw.;Ulep. narz. mech.;;Óëó÷øåííûå ñòàíêè;;;x
SHORT_TECH_APP_INDUSTRY_7_NAME;Adv M Tools;Outils M. III;Attrezzature avanzate;Maquinaria avanz.;Fort. Maschinenw.;Zaaw. narz. mech.;;Óñîâ. ñòàíêè;;;x
SHORT_TECH_APP_INDUSTRY_8_NAME;Bas Construction;Construction I;Costruzione base;Construcción bás.;Einf. Konstr.;Podst. techn. konstr.;;Áàçîâ.ñòðîèòåëüñòâî;;;x
SHORT_TECH_APP_INDUSTRY_9_NAME;Imp Construction;Construction II;Costruzione migliorata;Construcción mej.;Verb. Konstr.;Ulep. techn. konstr.;;Óëó÷. ñòðîèòåëüñòâî;;;x
SHORT_TECH_APP_INDUSTRY_10_NAME;Adv Construction;Construction III;Costruzione avanzata;Construcción ava.;Fort. Konstr.;Zaaw. techn. konstr.;;Óñîâ. ñòðîèòåëüñòâî;;;x
SHORT_TECH_APP_INDUSTRY_11_NAME;Prod Control;Contrôle prod;Controllo produzione;Control de prod.;Prod.kontrolle;Kontrola produkcji;;Êîíòðîëü ïðîèçâ.;;;x
SHORT_TECH_APP_INDUSTRY_12_NAME;Prod Planning;Planif. prod;Pianificazione produzione;Planif. de prod.;Prod.planung;Planowanie prod.;;Ïðîèçâ.ïëàíèðîâàíèå;;;x
SHORT_TECH_APP_INDUSTRY_13_NAME;Assembly Line Exp;Exp. Chaîne montg;Esp. catena di montaggio;Exp cadena montaje;Fließband-Exp.;Doœw. linia mont.;;Ýêñïåðèì.êîíâåéåð;;;x
SHORT_TECH_APP_INDUSTRY_14_NAME;Aircraft Ass Line;Chaîne montg. Av.;Catena di montaggio aerei;Cad. mont. aeron.;Flugzeug-Fließband;Linia mont. samol.;;Àâèàö. êîíâåéåð;;;x
SHORT_TECH_APP_INDUSTRY_15_NAME;Ship Ass Line;Chaîne montg nav.;Catena di montaggio navi;Cad. mont. naval;Schiffs-Fließband;Linia mont. statków;;Êîðàá. êîíâåéåð;;;x
SHORT_TECH_APP_INDUSTRY_16_NAME;Vehicle Ass Line;Chaîne montg véhic.;Catena di montaggio veicoli;Cad. mont. vehíc.;Fahrzeug-Fließband;Linia mont. samoch.;;Ìàøèí. êîíâåéåð;;;x
SHORT_TECH_APP_INDUSTRY_17_NAME;Rocket Ass Line;Chaîne montg miss.;Catena di montaggio razzi;Cad. mont. cohet.;Raketen-Fließband;Linia mont. rakiet;;Ðàêåòíûé êîíâåéåð;;;x
SHORT_TECH_APP_INDUSTRY_18_NAME;Sm Arms Ass Line;C. m. petites arm.;Catena di montaggio armi sottomarine;Cad. mont. Armas;Waffen-Fließband;Linia mont. broni;;Êîíâåéåð ñòð.îðóæèÿ;;;x
SHORT_TECH_APP_INDUSTRY_19_NAME;Basic Refining;Raffinage I;Lavorazione di base;Refinado básico;Einf. Ölraffinierung;Podst. rafinacja;;Áàçîâ. íåôòåïåðåðàá.;;;x
SHORT_TECH_APP_INDUSTRY_20_NAME;Improved Refining;Raffinage II;Lavorazione migliorata;Refinado mejorado;Verb.Ölraffinierung;Ulepszona rafinacja;;Óëó÷. íåôòåïåðåðàá.;;;x
SHORT_TECH_APP_INDUSTRY_21_NAME;Advanced Refining;Raffinage III;Lavorazione avanzata;Refinado avanzado;Fort. Ölraffinierung;Zaaw. rafinacja;;Óñîâ. íåôòåïåðåðàá.;;;x
SHORT_TECH_APP_INDUSTRY_22_NAME;Basic Plant;Centrale I;Fabbrica di base;Planta básica;Einf. Hydrierwerke;Podst. wytwórnia;;Áàçîâûé íåôòåñèíòåç;;;x
SHORT_TECH_APP_INDUSTRY_23_NAME;Improved Plant;Centrale II;Fabbrica migliorata;Planta mejorada;Verb. Hydrierwerke;Ulepsz. wytwórnia;;Óëó÷. íåôòåñèíòåç;;;x
SHORT_TECH_APP_INDUSTRY_24_NAME;Advanced Plant;Centrale III;Fabbrica avanzata;Planta avanzada;Fort. Hydrierwerke;Zaaw. wytwórnia;;Óñîâ. íåôòåñèíòåç;;;x
SHORT_TECH_APP_INDUSTRY_25_NAME;Basic Polymers;Polymères I;Polimeri di base;Polímeros básicos;Einfache Polymere;Podst. polimery;;Áàçîâûå ïîëèìåðû;;;x
SHORT_TECH_APP_INDUSTRY_26_NAME;Improved Polymers;Polymères II;Polimeri migliorati;Polímeros mejorados;Verbesserte Polymere;Ulepszone polimery;;Óëó÷. ïîëèìåðû;;;x
SHORT_TECH_APP_INDUSTRY_27_NAME;Advanced Polymers;Polymères III;Polimeri avanzati;Polímeros avanzados;Moderne Polymere;Zaaw. polimery;;Óñîâåð. ïîëèìåðû;;;x
SHORT_TECH_APP_INDUSTRY_31_NAME;Census Tabulating;Tabulation données;Disposizione censo;Tabulador censos;Bevölk.-Zählm.;Zliczanie ludnoœci;;Òàá. ñ÷åòíàÿ ìàøèíà;;;x
SHORT_TECH_APP_INDUSTRY_32_NAME;Bas Computing;Informatique I;Calcolo base;Computación. bás.;Einf. Rechenm.;Podst. maszyna licz.;;Áàçîâàÿ ÂÌ;;;x
SHORT_TECH_APP_INDUSTRY_33_NAME;Imp Computing;Informatique II;Calcolo migliorato;Computación. mej.;Verb. Rechenm.;Ulep. masz. licz¹ca;;Óëó÷øåííàÿ ÂÌ;;;x
SHORT_TECH_APP_INDUSTRY_34_NAME;Adv Computing;Informatique III;Calcolo avanzato;Computación ava.;Fort. Rechenm.;Zaaw. masz. licz.;;Óñîâåðøåíñò. ÂÌ;;;x
SHORT_TECH_APP_INDUSTRY_35_NAME;Bas Encryption;Cryptage I;Codifica di base;Cifrado básico;Einf. Verschlüssel.;Podst. szyfrowanie;;Áàçîâûé øèôðàòîð;;;x
SHORT_TECH_APP_INDUSTRY_36_NAME;Bas Decryption;Décryptage I;Decodifica di base;Descifrado básico;Einf. Entschlüssel.;Podst. deszyfr.;;Áàçîâûé äåøèôðàòîð;;;x
SHORT_TECH_APP_INDUSTRY_37_NAME;Imp Encryption;Cryptage II;Codifica migliorata;Cifrado mejorado;Verb. Verschlüssel.;Ulep. szyfrowanie;;Óëó÷. øèôðàòîð;;;x
SHORT_TECH_APP_INDUSTRY_38_NAME;Imp Decryption;Décryptage II;Decodifica migliorata;Descifrado mejor.;Verb. Entschlüssel.;Ulep. deszyfrowanie;;Óëó÷. äåøèôðàòîð;;;x
SHORT_TECH_APP_INDUSTRY_39_NAME;Adv Encryption;Cryptage III;Codifica avanzata;Cifrado avanzado;Fort. Verschlüssel.;Zaaw. szyfrowanie;;Óñîâ. øèôðàòîð;;;x
SHORT_TECH_APP_INDUSTRY_40_NAME;Adv Decryption;Décryptage III;Decodifica avanzata;Descifrado avanz.;Fort. Entschlüssel.;Zaaw. deszyfr.;;Óñîâ. äåøèôðàòîð;;;x
SHORT_TECH_APP_INDUSTRY_41_NAME;Bas Decimetric;Décimétrique I;Decimetrico base;Decimétrico bás.;Einf. dm-Radar;Podst. decym.;;Äåöèìåòðîâûå (áàç.);;;x
SHORT_TECH_APP_INDUSTRY_42_NAME;Imp Decimetric;Décimétrique II;Decimetrico migliorato;Decimétrico mej.;Verb. dm-Radar;Ulep. decymetrowe;;Äåöèìåòðîâûå (óë.);;;x
SHORT_TECH_APP_INDUSTRY_43_NAME;Adv Decimetric;Décimétrique III;Decimetrico avanzato;Decimétrico ava.;Fort. dm-Radar;Zaaw. decymetr.;;Äåöèìåòðîâûå (óñ.);;;x
SHORT_TECH_APP_INDUSTRY_44_NAME;Bas Centimetric;Centimétrique I;Centimetrico di base;Centimétrico bás.;Einf. cm-Radar;Podst. centymetr.;;Ñàíòèìåòðîâûå (áàç.);;;x
SHORT_TECH_APP_INDUSTRY_45_NAME;Imp Centimetric;Centimétrique II;Centimetrico migliorato;Centimétrico mej.;Verb. cm-Radar;Ulep. centymetrowe;;Ñàíòèìåòðîâûå (óë.);;;x
SHORT_TECH_APP_INDUSTRY_46_NAME;Adv Centimetric;Centimétrique III;Centimetrico avanzato;Centimétrico ava.;Fort. cm-Radar;Zaaw. centymetr.;;Ñàíòèìåòðîâûå (óñ.);;;x
SHORT_TECH_APP_INDUSTRY_47_NAME;Atomic Research;Rech. atomique;Ricerca atomica;Investig. atómica;Atomforschung;Studia nad atomem;;Àòîìí. èññëåäîâàíèÿ;;;x
SHORT_TECH_APP_INDUSTRY_48_NAME;Research Labs;Labos rech.;Laboratori di ricerca;Labs. investig.;Forschungslabore;Laboratoria;;Àòîìíàÿ ëàáîðàòîðèÿ;;;x
SHORT_TECH_APP_INDUSTRY_49_NAME;Nuclear Research;Rech. nucléaire;Ricerca nucleare;Investig. nuclear;Nuklearforschung;Studia j¹drowe;;ßäåðí. èññëåäîâàíèÿ;;;x
SHORT_TECH_APP_INDUSTRY_50_NAME;Isotope Separation;Sépar. isotopique;Separazione dell'isotopo;Separación isótopos;Isotopentrennung;Rozdziel. izotopów;;Ðàçäåëåíèå èçîòîïîâ;;;x
SHORT_TECH_APP_INDUSTRY_51_NAME;Nuclear Fuel;Combustible nucl.;Combustibile nucleare;Combust. nuclear;Nukleartreibstoff;Paliwo j¹drowe;;ßäåðíîå òîïëèâî;;;x
SHORT_TECH_APP_INDUSTRY_52_NAME;Exp Reactor;Expér. réacteur;Reattore esp.;Reactor experim.;Exp. Reaktor;Reaktor doœwiadcz.;;Ýêñï. ðåàêòîð;;;x
SHORT_TECH_APP_INDUSTRY_53_NAME;Nuclear Reactor;Réacteur nucléaire;Reattore nucleare;Reactor nuclear;Atomreaktor;Reaktor j¹drowy;;ßäåðíûé ðåàêòîð;;;x
SHORT_TECH_APP_INDUSTRY_54_NAME;Nuclear Power;Puiss. nucléaire;Energia nucleare;Energía nuclear;Atomenergie;Energia j¹drowa;;ßäåðíàÿ ýíåðãèÿ;;;x
SHORT_TECH_APP_INDUSTRY_55_NAME;Test and Research;Essais & Rech.;Test e ricerca;Ensayos/investig.;Test u. Forschung;Badanie i test.;;Èññëåä. êîìïëåêñ;;;x
SHORT_TECH_APP_INDUSTRY_56_NAME;Rocket Engine;Propuls.liquide;Motore a razzo;Motor de cohete;Raketentriebwerk;Silnik rakietowy;;Ðàêåòíûé äâèãàòåëü;;;x
SHORT_TECH_APP_INDUSTRY_57_NAME;Turbojet Engine;Turboréacteur ;Turbogetto;Motor turborreac.;Turbojettriebwerk;Silnik turboodrz.;;Òóðáîðåàê.äâèãàòåëü;;;x
SHORT_TECH_APP_INDUSTRY_58_NAME;Flying Bomb;Bombe volante;Bomba volante;Bomba volante;Flugbombe;Lataj¹ca bomba;;Ñàìîëåò-ñíàðÿä;;;x
SHORT_TECH_APP_INDUSTRY_59_NAME;Strat. Rocket;Fusée;Razzo volante;Cohete estratég.;Flugrakete;Rakieta niekier.;;Ñòðàò. ðàêåòà;;;x
SHORT_TECH_APP_SW_1_NAME;Bas Rocket Interc;Interc. réaction I;Intercett. razzo di base;Interc. coh. bás.;Einf. Raketen-AJ;Podst. rak. m. prz.;;Áàç.ðàêåòí.èñòðåá.;;;x
SHORT_TECH_APP_SW_2_NAME;Imp Rocket Interc;Interc. réaction II;Intercett. razzo migl.;Interc. coh. mej.;Verb. Raketen-AJ;Ulep. rak. m. prz.;;Óëó÷.ðàêåòí.èñòðåá.;;;x
SHORT_TECH_APP_SW_3_NAME;Bas Turbojet Interc;Interc. Turboréa. I;Intercett. turbogetto di base;Interc. turborreac. bás.;Einf. Turbojet-AJ;Podst. turb. m. prz.;;Áàç.ðåàêòèâí.èñòðåá.;;;x
SHORT_TECH_APP_SW_4_NAME;Imp Turbojet Interc;Interc. Turboréa. II;Intercett. turbogetto migl.;Interc. turborreac. mej.;Verb. Turbojet-AJ;Ulep. turb. m. prz.;;Óëó÷.ðåàêò.èñòðåá.;;;x
SHORT_TECH_APP_SW_6_NAME;Turbojet C A S ;BEP turboréac ;Turbogetto C A S ;AAP turborreac. ;Turbojet-Stuka;Turb. dyw. CAS;;Ðåàêòèâí. øòóðìîâèê;;;x
SHORT_TECH_APP_SW_7_NAME;Turbojet T B;TB turboréa.;Turbogetto T B;Bomb. tác. turborreac.;Turbojet-Takt. B.;Turb. bomb. takt.;;Ðåàêò.òàêòè÷.áîìá.;;;x
SHORT_TECH_APP_SW_8_NAME;Turbojet N B;BN turboréa.;Turbogetto N B;Bomb. nav. turborreac.;Turbojet-MaBo;Turb. bomb. okr.;;Ïàëóáí.ðåàêò.áîìá.;;;x
SHORT_TECH_APP_SW_9_NAME;Turbojet S B;BS turboréa.;Turbogetto S B;Bomb. est. turborreac. ;Turbojet-Strat. B.;Turb. bomb. strat.;;Ðåàêò.ñòðàò.áîìáàðä.;;;x
SHORT_TECH_APP_SW_10_NAME;Flying Bomb;Bombe volante;Bomba volante;Bomba vol.;Flugbombe;Lataj¹ca bomba;;Ñàìîëåò-ñíàðÿä;;;x
SHORT_TECH_APP_SW_11_NAME;Strat. Rocket;Fusée;Razzo volante;Cohete estratégico;Strat. Rakete;Rakieta niekier.;;Ñòðàò. ðàêåòà;;;x
SHORT_TECH_APP_SW_12_NAME;Ballistic Missile;Missile balistique;Missile balistico;Misil balístico;Ballistische Rakete;Rakieta balistyczna;;Áàëëèñòè÷. ðàêåòà;;;x
SHORT_TECH_APP_SW_13_NAME;Interc B M;MB interc.;Intercett. B M;ICBM;Interkont.-Rakete;Miêdzykon. rak. bal.;;Ìåæêîíò.áàë.ðàêåòà;;;x
SHORT_TECH_APP_SW_14_NAME;Bas Elec Comp;Ordis élec. I;Comp. elettr. di base;Comp. eléc. bás.;Einf. elektr. Comp.;Podst. komp. elektr.;;Áàçîâàÿ ÝÂÌ;;;x
SHORT_TECH_APP_SW_15_NAME;Imp Elec Comp;Ordis élec. II;Comp. elettr. migl.;Comp. eléc. mej.;Verb. elektr. Comp.;Ulep. komp. elektr.;;Óëó÷øåííàÿ ÝÂÌ;;;x
SHORT_TECH_APP_SW_16_NAME;Adv Elec Comp;Ordis éléc. III;Comp. elettr. avanz.;Comp. eléc. ava.;Fort. elektr. Comp.;Zaaw. komp. elektr.;;Óñîâåðøåíñò. ÝÂÌ;;;x
SHORT_TECH_APP_SW_17_NAME;Nuc Waste Bomb;Déchets bb nucl.;Bomba scorie atom.;Bomba nuc. sucia;Schmutzige Atomb.;Brudna bomba j¹dr.;;ßäåðíàÿ áîìáà;;;x
SHORT_TECH_APP_SW_18_NAME;Semi-Fission Bomb;Bombe ½ fission;Bomba semi-fusione;Bomba semifisión;Semi-Atombombe;Bomba j¹dr. U235;;Ïîëóòåðìîÿä. áîìáà;;;x
SHORT_TECH_APP_SW_19_NAME;Fission Bomb;Bombe à fission;Bomba a fissione;Bomba de fisión;Atombombe;Bomba j¹drowa;;Òåðìîÿäåðíàÿ áîìáà;;;x
SHORT_TECH_APP_SW_22_NAME;Nuc Carrier Prop;Prop. CV nucl.;Prop. nucleare port.;Prop. nuc.: portaav.;Atom. Träger;Nukl. napêd lotn.;;ßä.ðåàêò.àâèàíîñöà;;;x
SHORT_TECH_APP_SW_23_NAME;Nuc Submarine;SS nucl.;Sottomarino nucleare;Submarino nuc.;Atom. U-Boot;Nukl. napêd podw.;;ßäåðí.ðåàêò. ÏË;;;x
SHORT_TECH_APP_SW_24_NAME;Attack Helicopters;Héli. d’attaque;Elicotteri d'attacco;Helicópteros ataque;Luftkavallerie;Œmig³owce szturm.;;Âîçäóøíûé äåñàíò;;;x
SHORT_TECH_APP_SW_25_NAME;Air-to-Air Miss;Missile AA;Missili aria-aria;Mis. aire-aire;Luft-Luft-Rakete;Rakiety pow-pow;;Ðàêåòû 'âîçä.-âîçä.';;;x
SHORT_TECH_APP_SW_26_NAME;Air-to-Surface Miss;Missile AS;Missili aria-superficie;Mis. aire-tierra;Luft-Boden-Rakete;Rakiety pow-zie;;Ðàêåòû 'âîçä.-çåìëÿ';;;x
SHORT_TECH_APP_SW_27_NAME;Surface-to-Air Miss;Missile SA;Missili superficie-aria;Mis. tierra-aire;Boden-Luft-Rakete;Rakiety zie-pow;;Ðàêåòû 'çåìëÿ-âîçä.';;;x
SHORT_TECH_APP_SW_28_NAME;Bas Turbo MR Fighter;Chass. MR turbo. I;Caccia turbo MR di base;Caza pol. turborr. bás.;Einf. Turbojet-MZJ;Podst. turb. m. wiel.;;Áàç. ðåàêòèâí. ÌÖÈ;;;x
SHORT_TECH_APP_SW_29_NAME;Imp Turbo MR Fighter;Chass. MR turbo. II;Caccia turbo MR migl.;Caza pol. turborr. mej.;Verb. Turbojet-MZJ;Ulep. turb. m. wiel.;;Óëó÷. ðåàêòèâí. ÌÖÈ;;;x
SHORT_TECH_APP_LD_1_NAME;Firepower Focus;Accent puiss. feu;Importanza potenza di fuoco;Potencia de Fuego;Feuerkraftfokus;Nacisk na si³ê ognia;;Ñîñðåä.îãíåâîé ìîùè;;;x
SHORT_TECH_APP_LD_2_NAME;Sup Firepower;Puiss. Feu sup.;Potenza di fuoco sup.;Potencia fuego sup.;Überl. Feuerkraft;Wy¿sz. si³y ognia;;Ïðåâîñ.îãíåâîé ìîùè;;;x
SHORT_TECH_APP_LD_3_NAME;Grand Battle Plan;Grand plan bat.;Piano di battaglia articolato;Gran Plan de batalla;Gr. Schlachtplan;Plan wielkiej bitwy;;Ñòðàò. ïëàíèðîâàíèå;;;x
SHORT_TECH_APP_LD_4_NAME;Delay;Délai;Azione ritardata;Retardo;Verzögerung;Spowalnianie;;Ñäåðæèâàíèå;;;x
SHORT_TECH_APP_LD_5_NAME;Mobile Defense;Défense mobile;Difesa mobile;Defensa móvil;Mobile Verteidigung;Mobilna obrona;;Àêòèâíàÿ îáîðîíà;;;x
SHORT_TECH_APP_LD_6_NAME;Stand Off;Distance;Confronto;Distancia seguridad;Patt;Unikanie konfr.;;Áîé íà ðàññòîÿíèè;;;x
SHORT_TECH_APP_LD_7_NAME;Integrated Support;Soutien intégré;Supporto integrato;Apoyo integrado;Integr. Unterstütz.;Wzajemne wsp.;;Êîìï.âçàèìîäåéñòâèå;;;x
SHORT_TECH_APP_LD_8_NAME;Regimental Combat;Combat régiment.;Combattimento reggimentale;Combate regimental;Regimentsgefecht;Dru¿yny szturmowe;;Ïîëêîâ.áîåâ.ãðóïïû;;;x
SHORT_TECH_APP_LD_9_NAME;Comb Arms Def;Déf. Armes comb.;Difesa forze armate combinate;Def. armam. combin.;Vtdg. komb. Waff.;Wspólna obrona;;Îáùåâîéñê. îáîðîíà;;;x
SHORT_TECH_APP_LD_10_NAME;Mech Offensive;Offensive méca;Offensiva meccanizzata;Ofensiva mecaniz.;Mech. Offensive;Zmech. ofensywa;;Ìåõàí.íàñòóïëåíèå;;;x
SHORT_TECH_APP_LD_11_NAME;Mass Assault;Assaut massif;Assalto di gruppo;Ataque en masa;Massenangriff;Zmasowany atak;;Ìàññèðîâ. øòóðì;;;x
SHORT_TECH_APP_LD_12_NAME;Trench Warfare;Guerre tranchées;Guerra di trincea;Guerra trincheras;Grabenkrieg;Wojna pozycyjna;;Ïîçèöèîííàÿ âîéíà;;;x
SHORT_TECH_APP_LD_13_NAME;Pre-planned Def;Déf. programmée;Difesa pre-pianificata;Defensa preplan.;Geplante Vtdg.;Planowanie obrony;;Ïëàíèðîâàíèå îáîð.;;;x
SHORT_TECH_APP_LD_14_NAME;Central Planning;Planif. centrale;Pianificazione economica;Planific. central;Zentralplanung;Centralne plan.;;Öåíòð. ïëàíèðîâàíèå;;;x
SHORT_TECH_APP_LD_15_NAME;Attritional Containment;Endiguem. Usure;Contenimento di logoramento;Contención desgaste;Eindä.-Abnutzg.;Oblê¿enie;;Èñòîù. ñäåðæèâàíèå;;;x
SHORT_TECH_APP_LD_16_NAME;Infiltration Assault;Infiltration - assaut;Assalto di infiltrazione;Asalto infiltración;Infiltrationsangriff;Atak od wewn¹trz;;Ïðîíèêàþùèé øòóðì;;;x
SHORT_TECH_APP_LD_17_NAME;Operational Stages;Stades exécu.;Fasi operative;Fases operativas;Operat. Stufen;Fazy operacji;;Îïåðàò.ïëàíèðîâàíèå;;;x
SHORT_TECH_APP_LD_18_NAME;Assault Breakthrough;Percée assaut;Assalto di sfondamento;Penetración asalto;Durchbruchsangr.;Atak prze³amuj¹cy;;Òàêòèêà ïðîðûâà;;;x
SHORT_TECH_APP_LD_19_NAME;Infiltration in Depth;Infiltration profonde;Infiltrazione in profondità;Infiltración profundidad;Tiefeninfiltration;G³êboka infiltracja;;Ãëóá.ïðîíèêíîâåíèå;;;x
SHORT_TECH_APP_LD_20_NAME;Branch Interop;Interopé. branche;Interoperabilità settoriale;Interop. depart.;Abt.-Zus.-Arb.;Wsp. oddz.;;Âçàèìîäåéñò. âîéñê;;;x
SHORT_TECH_APP_LD_21_NAME;Mobility Focus;Accent mobilité;Importanza della mobilità;Movilidad;Mobilitätsfokus;Nacisk na mobiln.;;Ìîáèëüíîñòü;;;x
SHORT_TECH_APP_LD_22_NAME;Spearhead;Fer lance blindé;Punta di diamante;Punta de ataque;Speerspitzen;Atak od przodu;;Ïåðåäîâûå îòðÿäû;;;x
SHORT_TECH_APP_LD_23_NAME;Delay;Délai;Azione ritardata;Retardo;Verzögerung;Spowalnianie;;Ñäåðæèâàíèå;;;x
SHORT_TECH_APP_LD_24_NAME;Elastic Defense;Défense flexible;Difesa elastica;Defensa elástica;Elastische Vtdg.;Elastyczna obrona;;Ãèáêàÿ îáîðîíà;;;x
SHORT_TECH_APP_LD_25_NAME;Schwerpunkt;Schwerpunkt;Schwerpunkt;Schwerpunkt;Schwerpunkt;Schwerpunkt;;Ãëàâíûé óäàð;;;x
SHORT_TECH_APP_LD_26_NAME;Blitzkrieg;Blitzkrieg;Blitzkrieg;Blitzkrieg;Blitzkrieg;Blitzkrieg;;Áëèöêðèã;;;x
SHORT_TECH_APP_LD_27_NAME;Kampfgruppe;Kampfgruppe;Kampfgruppe;Kampfgruppe;Kampfgruppe;Kampfgruppe;;Áîåâûå ãðóïïû;;;x
SHORT_TECH_APP_LD_28_NAME;Firebrigade;Brigade sapeurs;Brigata di fuoco;Cuerpo;Feuerwehr;Dru¿yny ogniowe;;Îãíåâûå áðèãàäû;;;x
SHORT_TECH_APP_LD_29_NAME;Spearh HQs;QG fer lance blindé;QG armati;EM punta de ataque;Speerspitzen-HQs;Wysun. punkty dow.;;Øòàá íà ïåðåäîâîé;;;x
SHORT_TECH_APP_LD_30_NAME;Human Wave;Vague humaine;Marea umana;Oleada humana;Menschliche Welle;Fala piechoty;;Ìàññèðîâàííûé áîé;;;x
SHORT_TECH_APP_LD_31_NAME;Large Front;Grand front;Fronte esteso;Gran frente;Breite Front;Szeroki front;;Øèðîêèé ôðîíò;;;x
SHORT_TECH_APP_LD_32_NAME;Pocket Def;Déf. Parc.;Difesa a sacche;Bolsas de defensa;Kessel-Vtdg.;Obrona strefowa;;Îáîðîíà â îêðóæåí.;;;x
SHORT_TECH_APP_LD_33_NAME;Deep Operations;Opér. profondeur;Operazioni in profondità;Operacs. profundidad;Tiefenoperationen;G³êbokie operacje;;Óäàðû ïî òûëó;;;x
SHORT_TECH_APP_LD_34_NAME;Def in Depth;Défense en prof.;Difesa in profondità;Def. profundidad;Tiefenverteidigung;G³êboka obrona;;Ãëóáîêàÿ îáîðîíà;;;x
SHORT_TECH_APP_LD_35_NAME;Large Formation SOP;IPO grosse format.;POS formazione grande;Rutina gran formación;SOA für Großverb.;SOP du¿ych form.;;Ïîðÿäîê äåéñòâèé ÊÔ;;;x
SHORT_TECH_APP_LD_36_NAME;Breakthrough Priority ;Priorité innov.;Priorità sullo sfondamento;Prioridad penetración;Durchbruchsprior.;Priorytet prze³.;;Ïðèîðèòåò ïðîðûâà;;;x
SHORT_TECH_APP_LD_37_NAME;Mov Speed Off;Off. Mouv. rapide;Vel. mov. off.;Ofensiva rápida;Geschw.-Offens.;Prêdkoœæ natarcia;;Áûñòð. íàñòóïëåíèå;;;x
SHORT_TECH_APP_AD_1_NAME;Air Superiority;Supériorité aérienne;Superiorità aerea;Superioridad aérea;Luftüberlegenheit;Dominacja w pow.;;Âîçä.ïðåâîñõîäñòâî;;;x
SHORT_TECH_APP_AD_2_NAME;Flying Circus;Cirque volant;Circo volante;Circo volante;Fliegender Zirkus;Lataj¹cy cyrk;;Âîçäóøíàÿ êàðóñåëü;;;x
SHORT_TECH_APP_AD_3_NAME;Force Substitution;Substit. contrainte;Sostituzione forzata;Sustitución fuerza;Truppenersatz;Zastêpowanie si³;;Çàìåíà ñèë;;;x
SHORT_TECH_APP_AD_4_NAME;Battlefield Dest;Dest. Champ bat.;Distr. campo batt.;Destr. campo batalla;Schlachtf.-Zerst.;Zniszcz. pola walki;;Ðàçðóøåíèå ïîëÿ áîÿ;;;x
SHORT_TECH_APP_AD_5_NAME;Dive Bombing;Bomb. piqué;Bombardamento in picchiata;Bomb. en picado;Sturzflugbomb.;Bomb. nurkuj¹ce;;Ïèêèðîâàíèå;;;x
SHORT_TECH_APP_AD_6_NAME;Dir Gr Support;Soutien dir. sol;Supporto a terra dir.;Apoyo dir. tierra;Dir. Bodenunterst.;Wsp. z powietrza;;Íàçåìíàÿ ïîääåðæêà;;;x
SHORT_TECH_APP_AD_7_NAME;BombVet Initiative;Initiat. Bomb. Vét.;Iniziativa bomb. vet.;Iniciativa bomb. vet.;Bombervet.-Init.;Inicj. wet. bomb.;;Èíèö. áîìáàðä.-âåò.;;;x
SHORT_TECH_APP_AD_8_NAME;Night Strikes;Frappes nocturnes;Attacchi notturni;Ataques nocturnos;Nachtangriff;Nocne uderzenia;;Íî÷íûå íàëåòû;;;x
SHORT_TECH_APP_AD_9_NAME;Operational Destr;Destr. Opérat.;Distr. operativa;Destr. operacional;Operat. Zerstörung;Zniszcz. operac.;;Îïåð. ðàçðóøåíèå;;;x
SHORT_TECH_APP_AD_10_NAME;Battlefield Interd;Interd. champ bat.;Interd. campo batt.;Interc. campo batalla;Schlachtfeld-Abr.;Przechw. pola walki;;Èçîëÿöèÿ ïîëÿ áîÿ;;;x
SHORT_TECH_APP_AD_11_NAME;Strafing;Mitraillage sol;Mitragliamento;Ataque rasante;Beschuss;Ostrzeliwanie;;Áðåþùèé ïîëåò;;;x
SHORT_TECH_APP_AD_12_NAME;Log Strike;Frappe log.;Assalto log.;Ataque log.;Logist. Angriff;Uderzenie w zaopat.;;Óäàðû ïî òûëó;;;x
SHORT_TECH_APP_AD_13_NAME;Night Strafing;Mitraillage sol noct.;Mitragliamento notturno;Ataque noct. rasante;Nachtbeschuss;Nocne ostrzeliw.;;Áðåþùèé ïîëåò(íî÷.);;;x
SHORT_TECH_APP_AD_14_NAME;Strategic Destr;Destr. Strat.;Distr. strategica ;Destr. estratégica;Strat. Zerstörung;Zniszczenie strat.;;Ñòðàò. ðàçðóøåíèå;;;x
